id,coin_id,one_day_trend,day_perc_diff,one_week_trend,symbol_count,name_count,coin_id_count,sentiment_score,social_dominance,block_number
17420609,neiro,0,0,0,164,164,164,0,5.55016e-05,17013490
17421539,pepe,0,0,0,244,244,244,0,8.25755e-05,17013500
17413954,brett,0,0,0,24,24,24,0,8.1222e-06,17013510
17415813,dogecoin,0,0,0,139,28,167,0,5.65168e-05,17013520
17489164,dogecoin,0,0,0,104,31,135,0,5.08197e-05,17013530
17494887,pepe,0,0,0,763,763,763,0,0.0002872252,17013540
17487303,brett,0,0,0,37,37,37,0,1.39284e-05,17013550
17489796,ethereum,0,0,0,1509,769,2278,0,0.0008575348,17013560
17493957,neiro,0,0,0,153,153,153,0,5.75956e-05,17013570
17498450,uniswap,0,0,0,25,586,611,0,0.000230006,17013580
17568227,pepe,0,0,0,194,194,194,0,6.71488e-05,17013590
17567297,neiro,0,0,0,218,218,218,0,7.54558e-05,17013600
17560643,brett,0,0,0,31,31,31,0,1.073e-05,17013610
17563136,ethereum,0,0,0,2661,824,3485,0,0.0012062551,17013620
17571790,uniswap,0,0,0,32,611,643,0,0.0002225601,17013630
17562504,dogecoin,0,0,0,83,29,112,0,3.87663e-05,17013640
17645166,uniswap,0,0,0,19,355,374,0,0.0001483144,17013650
17636509,ethereum,0,0,0,2064,449,2513,0,0.0009965614,17013660
17640676,neiro,0,0,0,54,54,54,0,2.14144e-05,17013670
17635874,dogecoin,0,0,0,95,38,133,0,5.27428e-05,17013680
17641607,pepe,0,0,0,120,120,120,0,4.75875e-05,17013690
17634012,brett,0,0,0,30,30,30,0,1.18969e-05,17013700
17709284,dogecoin,0,0,0,85,25,110,0,4.40283e-05,17013710
17707422,brett,0,0,0,36,36,36,0,1.44093e-05,17013720
17714086,neiro,0,0,0,48,48,48,0,1.92124e-05,17013730
17715017,pepe,0,0,0,87,87,87,0,3.48224e-05,17013740
17709919,ethereum,0,0,0,1156,524,1680,0,0.0006724328,17013750
17718576,uniswap,0,0,0,18,380,398,0,0.0001593025,17013760
17788427,pepe,59,93.6507936508,1,122,122,122,0,3.53543e-05,17013770
17787496,neiro,109,294.5945945946,15.428571428571429,146,146,146,0,4.23092e-05,17013780
17783329,ethereum,1196,80.430396772,195,1860,823,2683,0,0.0007775042,17013790
17780832,brett,-4,-10.2564102564,2.7142857142857144,35,35,35,0,1.01426e-05,17013800
17791986,uniswap,212,74.1258741259,53.42857142857143,36,462,498,0,0.000144315,17013810
17782694,dogecoin,53,67.9487179487,-5.571428571428571,103,28,131,0,3.79624e-05,17013820
17856784,ethereum,-149,-5.553484905,184.85714285714286,1864,670,2534,0,0.0007402606,17013830
17856151,dogecoin,-7,-5.3435114504,10.714285714285714,94,30,124,0,3.62243e-05,17013840
17861881,pepe,63,51.6393442623,7,185,185,185,0,5.40443e-05,17013850
17854296,brett,9,25.7142857143,5.428571428571429,44,44,44,0,1.28538e-05,17013860
17860949,neiro,-42,-28.7671232877,11,104,104,104,0,3.03816e-05,17013870
17865442,uniswap,-70,-14.0562248996,44.42857142857143,34,394,428,0,0.0001250322,17013880
17935206,pepe,-67,-36.2162162162,2.4285714285714284,118,118,118,0,4.12585e-05,17013890
17934274,neiro,-31,-29.8076923077,9,73,73,73,0,2.55243e-05,17013900
17927621,brett,28,63.6363636364,8.285714285714286,72,72,72,0,2.51746e-05,17013910
17938767,uniswap,-53,-12.3831775701,37.142857142857146,26,349,375,0,0.000131118,17013920
17929476,dogecoin,18,14.5161290323,14.285714285714286,105,37,142,0,4.965e-05,17013930
17930109,ethereum,-119,-4.6961325967,57.57142857142857,1737,678,2415,0,0.0008443997,17013940
18002912,dogecoin,-352,-69.7029702970297,15.857142857142858,124,29,153,0,6.606468639568342e-05,17013950
18008653,pepe,-236,-64.30517711171662,4.285714285714286,131,131,131,0,5.656518900545444e-05,17013960
18003547,ethereum,-5635,-74.86382356848678,-17.142857142857142,1291,601,1892,0,0.0008169567755596932,17013970
18001060,brett,-128,-71.91011235955057,5.142857142857143,50,50,50,0,2.1589766795974975e-05,17013980
18012218,uniswap,-296,-41.74894217207334,42.57142857142857,27,386,413,0,0.0001783314737347533,17013990
18007722,neiro,-293,-82.53521126760563,7.428571428571429,62,62,62,0,2.677131082700897e-05,17014000
18082090,pepe,23,17.557251908396946,7.428571428571429,154,154,154,0,6.803433348221367e-05,17014010
18085654,uniswap,-86,-20.823244552058114,-3.7142857142857144,20,307,327,0,0.000144462513303142,17014020
18074499,brett,3,6,5.857142857142857,53,53,53,0,2.3414413471151455e-05,17014030
18081159,neiro,-31,-50,-5,31,31,31,0,1.369522297369236e-05,17014040
18076986,ethereum,-143,-7.55813953488372,67,1169,580,1749,0,0.000772675644547998,17014050
18076353,dogecoin,-33,-21.568627450980394,4.857142857142857,81,39,120,0,5.301376634977688e-05,17014060
18144362,uniswap,-117,-35.77981651376147,15.428571428571429,24,186,210,0,8.837911441602238e-05,17014070
18139867,neiro,16,51.61290322580645,2.4285714285714284,47,47,47,0,1.978008751215739e-05,17014080
18140798,pepe,-20,-12.987012987012985,16.142857142857142,134,134,134,0,5.6394292055938084e-05,17014090
18135061,dogecoin,10,8.333333333333332,17.142857142857142,102,28,130,0,5.4710880352775755e-05,17014100
18135694,ethereum,-116,-6.632361349342482,180.71428571428572,1247,386,1633,0,0.0006872528278160216,17014110
18133207,brett,-19,-35.84905660377358,3.2857142857142856,34,34,34,0,1.4308999476879814e-05,17014120
18217747,uniswap,-99,-47.14285714285714,-46.57142857142857,7,104,111,0,8.566764811434701e-05,17014130
18214183,pepe,-64,-47.76119402985074,-68.85714285714286,70,70,70,0,5.402464295499361e-05,17014140
18208446,dogecoin,-69,-53.07692307692308,-7.857142857142857,48,13,61,0,4.707861743220872e-05,17014150
18206592,brett,-26,-76.47058823529412,-3,8,8,8,0,6.174244909142127e-06,17014160
18209079,ethereum,-694,-42.498469075321495,-119.42857142857143,720,219,939,0,0.0007247019962105572,17014170
18213252,neiro,-22,-46.808510638297875,-14.428571428571429,25,25,25,0,1.9294515341069147e-05,17014180
18286709,neiro,60,240,6.857142857142857,85,85,85,0,2.0449622235331365e-05,17014190
18280059,brett,34,425,0.42857142857142855,42,42,42,0,1.0104519222163733e-05,17014200
18287646,pepe,123,175.71428571428572,18.571428571428573,193,193,193,0,4.643267166375239e-05,17014210
18282538,ethereum,2520,268.370607028754,281.7142857142857,2407,1052,3459,0,0.0008321793330824846,17014220
18291204,uniswap,483,435.13513513513516,44,51,543,594,0,0.00014290677185631567,17014230
18281906,dogecoin,125,204.91803278688522,15.428571428571429,140,46,186,0,4.474858512672511e-05,17014240
18349864,uniswap,-88,-14.814814814814813,31.428571428571427,25,481,506,0,0.00015891086388153917,17014250
18346306,pepe,-97,-50.259067357512954,4.714285714285714,96,96,96,0,3.0149096704797946e-05,17014260
18345369,neiro,-30,-35.294117647058826,2.5714285714285716,55,55,55,0,1.7272919987123822e-05,17014270
18338719,brett,-7,-16.666666666666664,-0.5714285714285714,35,35,35,0,1.0991858173624252e-05,17014280
18340566,dogecoin,-73,-39.247311827956985,5,79,34,113,0,3.548799924627258e-05,17014290
18341198,ethereum,-745,-21.538016767851982,175.28571428571428,1879,835,2714,0,0.0008523400880918919,17014300
18437854,uniswap,-264,-44.44444444444444,45.57142857142857,30,300,330,0,0.0001152210900683261,17014310
18428556,dogecoin,-40,-21.50537634408602,20.714285714285715,117,29,146,0,5.097660348477458e-05,17014320
18426709,brett,-25,-59.523809523809526,2.4285714285714284,17,17,17,0,5.935631912610739e-06,17014330
18429188,ethereum,-1206,-34.86556808326105,315.7142857142857,1612,641,2253,0,0.0007866458058301174,17014340
18434296,pepe,-78,-40.41450777202073,16,115,115,115,0,4.015280411471971e-05,17014350
18433359,neiro,-47,-55.294117647058826,5.142857142857143,38,38,38,0,1.3267883098776946e-05,17014360
18575626,dogecoin,-26,-17.80821917808219,-55,73,47,120,0,4.101923220884805e-05,17014370
18580460,neiro,-12,-31.57894736842105,-47,26,26,26,0,8.887500311917078e-06,17014380
18573767,brett,1,5.88235294117647,-22.857142857142858,18,18,18,0,6.152884831327208e-06,17014390
18584985,uniswap,108,32.72727272727273,-38.714285714285715,24,414,438,0,0.0001497201975622954,17014400
18581404,pepe,-17,-14.782608695652174,-38.42857142857143,98,98,98,0,3.349903963722591e-05,17014410
18576264,ethereum,734,32.57878384376387,-648.5714285714286,2119,868,2987,0,0.0010210370550652428,17014420
18603277,brett,483,2683.333333333333,64.42857142857143,501,501,501,0,7.59403069777016e-05,17014430
18610914,pepe,1109,1131.6326530612243,153.71428571428572,1207,1207,1207,0,0.00018295399305805554,17014440
18609970,neiro,24,92.3076923076923,-1.7142857142857142,50,50,50,0,7.578872951866426e-06,17014450
18605774,ethereum,1347,45.095413458319385,348.85714285714283,3362,972,4334,0,0.0006569367074677818,17014460
18605136,dogecoin,64,53.333333333333336,4.428571428571429,153,31,184,0,2.789025246286845e-05,17014470
18614495,uniswap,1314,300,191.28571428571428,30,1722,1752,0,0.00026556370823339957,17014480
18723220,dogecoin,52,43.333333333333336,2.7142857142857144,137,35,172,0,4.1590477908443884e-05,17014490
18732578,uniswap,57,13.013698630136986,11.714285714285714,20,475,495,0,0.0001196935265388356,17014500
18728052,neiro,2,7.6923076923076925,-4.857142857142857,28,28,28,0,6.770542915328074e-06,17014510
18721358,brett,-1,-5.555555555555555,-4.714285714285714,17,17,17,0,4.110686770020616e-06,17014520
18728995,pepe,111,113.26530612244898,11.142857142857142,209,209,209,0,5.0537266760841695e-05,17014530
18723857,ethereum,775,25.945764981586876,267.14285714285717,2961,801,3762,0,0.0009096708016951505,17014540
18742807,neiro,22,78.57142857142857,2.7142857142857144,50,50,50,0,1.2747564067982249e-05,17014550
18747333,uniswap,-33,-6.666666666666667,19.285714285714285,38,424,462,0,0.00011778749198815599,17014560
18743750,pepe,-93,-44.49760765550239,-5.428571428571429,116,116,116,0,2.9574348637718818e-05,17014570
18737975,dogecoin,359,208.72093023255815,58.714285714285715,510,21,531,0,0.00013537913040197148,17014580
18738612,ethereum,-546,-14.513556618819775,209.57142857142858,2554,662,3216,0,0.0008199233208526183,17014590
18736113,brett,3,17.647058823529413,-4.714285714285714,20,20,20,0,5.0990256271929e-06,17014600
18717823,uniswap,76,16.450216450216452,46.857142857142854,26,512,538,0,0.00015166250863320508,17014610
18706603,brett,0,0,-2,20,20,20,0,5.638011473353348e-06,17014620
18708465,dogecoin,-200,-37.664783427495294,28.714285714285715,314,17,331,0,9.330908988399792e-05,17014630
18714240,pepe,57,49.137931034482754,5.571428571428571,173,173,173,0,4.8768799244506465e-05,17014640
18713297,neiro,31,62,4.857142857142857,81,81,81,0,2.283394646708106e-05,17014650
18709102,ethereum,-902,-28.04726368159204,97.28571428571429,1543,771,2314,0,0.0006523179274669824,17014660
18796995,dogecoin,-110,-33.23262839879154,22.857142857142858,209,12,221,0,6.0848235414939534e-05,17014670
18802770,pepe,-61,-35.26011560693642,6,112,112,112,0,3.0837114780421844e-05,17014680
18795133,brett,-1,-5,1.5714285714285714,19,19,19,0,5.231296257392992e-06,17014690
18806353,uniswap,-103,-19.144981412639407,46.285714285714285,41,394,435,0,0.0001197691511561027,17014700
18801827,neiro,-23,-28.39506172839506,4.714285714285714,58,58,58,0,1.5969220154147028e-05,17014710
18797632,ethereum,10,0.432152117545376,197.85714285714286,1550,774,2324,0,0.0006398701316937533,17014720
18860957,neiro,40,68.96551724137932,1.8571428571428572,98,98,98,0,2.3327257138259702e-05,17014730
18865479,uniswap,-174,-40,-47.57142857142857,20,241,261,0,6.212667462332431e-05,17014740
18861898,pepe,-10,-8.928571428571429,-13,102,102,102,0,2.4279390082678465e-05,17014750
18854257,brett,-1,-5.263157894736842,-3.4285714285714284,18,18,18,0,4.284598249884435e-06,17014760
18856126,dogecoin,196,88.68778280542986,33,399,18,417,0,9.925985945565608e-05,17014770
18856761,ethereum,-176,-7.573149741824441,-187.28571428571428,1553,595,2148,0,0.0005112953911528759,17014780
18915789,ethereum,100,4.655493482309125,-0.7142857142857143,1501,747,2248,0,0.0005249684621926961,17014790
18919985,neiro,-61,-62.244897959183675,-0.14285714285714285,37,37,37,0,8.640495151748112e-06,17014800
18913285,brett,119,661.1111111111111,17.142857142857142,137,137,137,0,3.199318475106733e-05,17014810
18920926,pepe,38,37.254901960784316,3.5714285714285716,140,140,140,0,3.269376543904691e-05,17014820
18924507,uniswap,410,157.088122605364,48.714285714285715,199,472,671,0,0.000156696547211432,17014830
18915154,dogecoin,-41,-9.832134292565947,32.857142857142854,341,35,376,0,8.780611289344028e-05,17014840
18974817,ethereum,594,26.423487544483987,-20.714285714285715,2204,638,2842,0,0.0005410110968190946,17014850
18983535,uniswap,-200,-29.806259314456035,4.714285714285714,92,379,471,0,8.966088198514904e-05,17014860
18979954,pepe,-27,-19.28571428571429,2.142857142857143,113,113,113,0,2.1510997164165268e-05,17014870
18979013,neiro,97,262.16216216216213,15.428571428571429,134,134,134,0,2.5508616106178282e-05,17014880
18972313,brett,-61,-44.52554744525548,8.285714285714286,76,76,76,0,1.4467573313951862e-05,17014890
18974182,dogecoin,-11,-2.925531914893617,35,335,30,365,0,6.948242446832144e-05,17014900
19048158,dogecoin,64,17.534246575342465,36.714285714285715,367,62,429,0,2.5045961382513716e-05,17014910
19053950,pepe,3539,3131.858407079646,491.85714285714283,3652,3652,3652,0,0.00021321177382037316,17014920
19046286,brett,113,148.6842105263158,24.571428571428573,189,189,189,0,1.1034234734953595e-05,17014930
19048791,ethereum,3055,107.49472202674173,305,4468,1429,5897,0,0.00034427980016942515,17014940
19053008,neiro,59,44.02985074626866,23.571428571428573,193,193,193,0,1.126776351241293e-05,17014950
19057550,uniswap,251,53.29087048832272,32.42857142857143,72,650,722,0,4.215194433141003e-05,17014960
19105586,brett,-53,-28.04232804232804,16.571428571428573,136,136,136,0,1.0697737090368111e-05,17014970
19113259,pepe,-497,-13.608981380065718,434.14285714285717,3155,3155,3155,0,0.0002481717685302308,17014980
19116866,uniswap,19,2.631578947368421,39.857142857142854,105,636,741,0,5.828693517619684e-05,17014990
19107463,dogecoin,-74,-17.24941724941725,-25.142857142857142,293,62,355,0,2.7924240199122645e-05,17015000
19112315,neiro,-46,-23.83419689119171,13.857142857142858,147,147,147,0,1.156299523738318e-05,17015010
19108096,ethereum,-963,-16.330337459725282,245.42857142857142,3568,1366,4934,0,0.00038810760885203135,17015020
19122918,ethereum,-1869,-37.88001621402513,107.28571428571429,2205,860,3065,0,0.0005040294399238019,17015030
19120408,brett,-73,-53.67647058823529,6.142857142857143,63,63,63,0,1.0360148357324476e-05,17015040
19131688,uniswap,-212,-28.609986504723345,-1.2857142857142858,90,439,529,0,8.699235684166109e-05,17015050
19122285,dogecoin,-149,-41.971830985915496,-17.857142857142858,175,31,206,0,3.3876040660457815e-05,17015060
19127137,neiro,-59,-40.136054421768705,1,88,88,88,0,1.4471318340389745e-05,17015070
19128081,pepe,-1525,-48.335974643423135,208.14285714285714,1630,1630,1630,0,0.0002680482828958555,17015080
19161332,uniswap,-152,-28.733459357277884,-8.285714285714286,56,321,377,0,5.752165873544202e-05,17015090
19150052,brett,-40,-63.49206349206349,0.5714285714285714,23,23,23,0,3.509278914894341e-06,17015100
19156781,neiro,-17,-19.318181818181817,1.8571428571428572,71,71,71,0,1.0832991432934704e-05,17015110
19152562,ethereum,-119,-3.882544861337683,88.85714285714286,2161,785,2946,0,0.0004494928557947273,17015120
19157725,pepe,-1342,-82.33128834355828,25.142857142857142,288,288,288,0,4.3942275108242184e-05,17015130
19151929,dogecoin,-4,-1.9417475728155338,-2.7142857142857144,169,33,202,0,3.0820623513419863e-05,17015140
19181573,dogecoin,-73,-36.13861386138614,-41.142857142857146,105,24,129,0,3.5325877108667324e-05,17015150
19182206,ethereum,-1489,-50.54310930074678,-98.71428571428571,1081,376,1457,0,0.0003989907205219248,17015160
19179696,brett,8,34.78260869565217,1.8571428571428572,31,31,31,0,8.489164266423932e-06,17015170
19186425,neiro,-44,-61.97183098591549,-10.142857142857142,27,27,27,0,7.39378823204665e-06,17015180
19187369,pepe,-122,-42.36111111111111,9.142857142857142,166,166,166,0,4.545810542665718e-05,17015190
19190976,uniswap,-162,-42.97082228116711,-6.571428571428571,18,197,215,0,5.8876461847778876e-05,17015200
19231835,pepe,-61,-36.74698795180723,-5,105,105,105,0,3.887968736287967e-05,17015210
19226039,dogecoin,64,49.6124031007752,-26.142857142857142,160,33,193,0,7.146456820034073e-05,17015220
19226672,ethereum,-30,-2.059025394646534,-117.28571428571429,974,453,1427,0,0.0005283934653983742,17015230
19235442,uniswap,-5,-2.3255813953488373,-65.85714285714286,9,201,210,0,7.775937472575935e-05,17015240
19230891,neiro,28,103.7037037037037,2.5714285714285716,55,55,55,0,2.036555052341316e-05,17015250
19224162,brett,-11,-35.483870967741936,-16.714285714285715,20,20,20,0,7.405654735786605e-06,17015260
19285378,dogecoin,126,65.28497409326425,-6.571428571428571,249,70,319,0,0.0001098553697235846,17015270
19291184,pepe,70,66.66666666666666,8.857142857142858,175,175,175,0,6.026548495807933e-05,17015280
19294801,uniswap,86,40.95238095238095,-25,23,273,296,0,0.00010193476312909418,17015290
19290238,neiro,2,3.6363636363636362,-11,57,57,57,0,1.962932938634584e-05,17015300
19283503,brett,18,90,-5.428571428571429,38,38,38,0,1.3086219590897225e-05,17015310
19286012,ethereum,971,68.0448493342677,-63.42857142857143,1728,670,2398,0,0.000825809331025567,17015320
19364458,neiro,-21,-36.84210526315789,-22.428571428571427,36,36,36,0,1.2237114488403634e-05,17015330
19365404,pepe,-63,-36,-505.7142857142857,112,112,112,0,3.8071022852811306e-05,17015340
19360232,ethereum,-523,-21.809841534612175,-574.5714285714286,1328,547,1875,0,0.0006373497129376893,17015350
19369021,uniswap,64,21.62162162162162,-51.714285714285715,25,335,360,0,0.00012237114488403635,17015360
19357723,brett,-20,-52.63157894736842,-24.428571428571427,18,18,18,0,6.118557244201817e-06,17015370
19359598,dogecoin,-49,-15.360501567398119,-22.714285714285715,216,54,270,0,9.177835866302726e-05,17015380
19443241,uniswap,443,123.05555555555556,8.857142857142858,42,761,803,0,9.243719824809062e-05,17015390
19438678,neiro,53,147.22222222222223,-8.285714285714286,89,89,89,0,1.0245218734844415e-05,17015400
19434452,ethereum,2095,111.73333333333333,-137.71428571428572,3054,916,3970,0,0.00045700582446440817,17015410
19439624,pepe,1479,1320.5357142857142,-223.42857142857142,1591,1591,1591,0,0.00018314767423749959,17015420
19433818,dogecoin,181,67.03703703703704,13.714285714285714,378,73,451,0,5.1916782577694734e-05,17015430
19431943,brett,270,1500,21.714285714285715,288,288,288,0,3.3153067366687545e-05,17015440
19559253,pepe,-1216,-76.4299182903834,-179.28571428571428,375,375,375,0,6.366134203201911e-05,17015450
19558300,neiro,373,419.1011235955056,53.42857142857143,462,462,462,0,7.843077338344754e-05,17015460
19562889,uniswap,-282,-35.118306351183065,-1.1428571428571428,53,468,521,0,8.844682452981855e-05,17015470
19553399,dogecoin,107,23.725055432372503,50.285714285714285,472,86,558,0,9.472807694364443e-05,17015480
19554034,ethereum,-183,-4.609571788413098,103.14285714285714,2605,1182,3787,0,0.000642894672734017,17015490
19551507,brett,-223,-77.43055555555556,0.2857142857142857,65,65,65,0,1.1034632618883312e-05,17015500
19577876,uniswap,56,10.748560460652591,28.571428571428573,111,466,577,0,0.00013091247355375183,17015510
19568386,dogecoin,-274,-49.10394265232975,11.714285714285714,201,83,284,0,6.443525561397836e-05,17015520
19569021,ethereum,-841,-22.207552152099286,0,2062,884,2946,0,0.0006684023346435925,17015530
19573287,neiro,-293,-63.41991341991342,14,169,169,169,0,3.834351478437445e-05,17015540
19566494,brett,0,0,6,65,65,65,0,1.4747505686297865e-05,17015550
19574240,pepe,-128,-34.13333333333333,-5.857142857142857,247,247,247,0,5.604052160793189e-05,17015560
19484241,pepe,-37,-14.979757085020243,6.285714285714286,210,210,210,0,6.265174401571425e-05,17015570
19479022,ethereum,-551,-18.703326544467075,134,1536,859,2395,0,0.0007145282234173125,17015580
19483288,neiro,-113,-66.86390532544378,4.142857142857143,56,56,56,0,1.67071317375238e-05,17015590
19487877,uniswap,-222,-38.47487001733102,20,41,314,355,0,0.00010591128155037409,17015600
19476495,brett,-44,-67.6923076923077,-1.4285714285714286,21,21,21,0,6.265174401571425e-06,17015610
19478387,dogecoin,-35,-12.323943661971832,17.142857142857142,186,63,249,0,7.42870679043469e-05,17015620
19517851,uniswap,135,38.028169014084504,40,31,459,490,0,0.00014021982462220057,17015630
19508361,dogecoin,-48,-19.27710843373494,1.1428571428571428,143,58,201,0,5.751874438584146e-05,17015640
19506469,brett,14,66.66666666666666,2.142857142857143,35,35,35,0,1.0015701758728613e-05,17015650
19508996,ethereum,12,0.5010438413361169,140,1452,955,2407,0,0.0006887941180931363,17015660
19514215,pepe,-57,-27.142857142857142,6.857142857142857,153,153,153,0,4.3782924831013646e-05,17015670
19513262,neiro,-30,-53.57142857142857,-4.142857142857143,26,26,26,0,7.440235592198398e-06,17015680
19664162,pepe,-20,-13.071895424836603,-6,133,133,133,0,3.63014549241013e-05,17015690
19656416,brett,7,20,0.5714285714285714,42,42,42,0,1.1463617344453042e-05,17015700
19663209,neiro,33,126.92307692307692,0.2857142857142857,59,59,59,0,1.6103652936255463e-05,17015710
19667798,uniswap,-62,-12.653061224489795,18.857142857142858,27,401,428,0,0.00011681971960537862,17015720
19658308,dogecoin,-29,-14.427860696517413,-21,122,50,172,0,4.694624245823627e-05,17015730
19658943,ethereum,44,1.8280016618196928,7.571428571428571,1642,809,2451,0,0.0006689839550298668,17015740
19724110,pepe,-31,-23.308270676691727,-1.4285714285714286,102,102,102,0,2.807036083623256e-05,17015750
19723157,neiro,-14,-23.728813559322035,1.2857142857142858,45,45,45,0,1.2383982721867307e-05,17015760
19727746,uniswap,-98,-22.897196261682243,-4.285714285714286,19,311,330,0,9.081587329369358e-05,17015770
19718891,ethereum,-401,-16.360669114647084,25,1360,690,2050,0,0.0005641592128850662,17015780
19718256,dogecoin,-31,-18.023255813953487,-18.428571428571427,108,33,141,0,3.880314586185089e-05,17015790
19716364,brett,-14,-33.33333333333333,1.4285714285714286,28,28,28,0,7.70558924916188e-06,17015800
19776446,brett,-14,-50,-39.142857142857146,14,14,14,0,4.540932778950312e-06,17015810
19787832,uniswap,-187,-56.666666666666664,-94.28571428571429,6,137,143,0,4.63823848135639e-05,17015820
19778335,dogecoin,-24,-17.02127659574468,-47.714285714285715,97,20,117,0,3.7949223938370464e-05,17015830
19784189,pepe,-19,-18.627450980392158,-215.42857142857142,83,83,83,0,2.6921244332348274e-05,17015840
19783237,neiro,-11,-24.444444444444443,-7.857142857142857,34,34,34,0,1.1027979606022185e-05,17015850
19778969,ethereum,-600,-29.268292682926827,-360,993,457,1450,0,0.0004703108949627108,17015860
19838949,ethereum,-178,-12.275862068965518,-359.2857142857143,886,386,1272,0,0.0005685871681677011,17015870
19847812,uniswap,-42,-29.37062937062937,-60,16,85,101,0,4.514725156048569e-05,17015880
19844169,pepe,1,1.2048192771084338,-41.57142857142857,84,84,84,0,3.7548209218621764e-05,17015890
19843217,neiro,31,91.17647058823529,-56.714285714285715,65,65,65,0,2.905516189536208e-05,17015900
19838315,dogecoin,108,92.3076923076923,-47.57142857142857,180,45,225,0,0.00010057556040702259,17015910
19836426,brett,-3,-21.428571428571427,-7.714285714285714,11,11,11,0,4.91702739767666e-06,17015920
19883300,dogecoin,192,85.33333333333334,19,342,75,417,0,0.00012260933842117984,17015930
19888202,neiro,-32,-49.23076923076923,-19.428571428571427,33,33,33,0,9.70289728512934e-06,17015940
19889154,pepe,55,65.47619047619048,-15.428571428571429,139,139,139,0,4.086977947372661e-05,17015950
19883934,ethereum,1178,92.61006289308176,-70.85714285714286,1694,756,2450,0,0.0007203666166232389,17015960
19881411,brett,14,127.27272727272727,-5.714285714285714,25,25,25,0,7.350679761461621e-06,17015970
19892797,uniswap,200,198.01980198019803,-39.42857142857143,22,279,301,0,8.850218432799792e-05,17015980
19944085,ethereum,-91,-3.7142857142857144,-5.142857142857143,1713,646,2359,0,0.0006820093226251028,17015990
19943452,dogecoin,-15,-3.597122302158273,21.857142857142858,305,97,402,0,0.0001162220210662532,17016000
19941556,brett,-11,-44,-1,14,14,14,0,4.047533071959067e-06,17016010
19948363,neiro,6,18.181818181818183,-2.4285714285714284,39,39,39,0,1.12752707004574e-05,17016020
19949317,pepe,51,36.69064748201439,-2.857142857142857,190,190,190,0,5.4930805976587334e-05,17016030
19952970,uniswap,20,6.64451827242525,-4.857142857142857,35,286,321,0,9.28041511499186e-05,17016040
20013114,uniswap,-115,-35.82554517133956,-40.57142857142857,24,182,206,0,4.19689038944698e-05,17016050
20004229,ethereum,-364,-15.43026706231454,-58.857142857142854,1427,568,1995,0,0.0004064464236381906,17016060
20001700,brett,4,28.57142857142857,-2.4285714285714284,18,18,18,0,3.6671857771866816e-06,17016070
20009461,pepe,-62,-32.631578947368425,-3.5714285714285716,128,128,128,0,2.607776552666085e-05,17016080
20008507,neiro,-15,-38.46153846153847,-0.2857142857142857,24,24,24,0,4.889581036248909e-06,17016090
20003596,dogecoin,-140,-34.82587064676617,8.714285714285714,176,86,262,0,5.337792631238392e-05,17016100
20069605,pepe,4,3.125,-0.14285714285714285,132,132,132,0,3.790073567624962e-05,17016110
20068651,neiro,4,16.666666666666664,-4.428571428571429,28,28,28,0,8.039549991931737e-06,17016120
20064373,ethereum,158,7.919799498746867,-42.57142857142857,1552,601,2153,0,0.0006181839690224654,17016130
20063740,dogecoin,-91,-34.73282442748092,-0.14285714285714285,139,32,171,0,4.9098680307868826e-05,17016140
20073258,uniswap,-2,-0.9708737864077669,-32,20,184,204,0,5.8573864226931226e-05,17016150
20061844,brett,10,55.55555555555556,-2,28,28,28,0,8.039549991931737e-06,17016160
20133647,uniswap,72,35.294117647058826,-7.714285714285714,30,246,276,0,7.129968212225054e-05,17016170
20129039,neiro,21,75,0.5714285714285714,49,49,49,0,1.2658276898515494e-05,17016180
20129991,pepe,147,111.36363636363636,25.285714285714285,279,279,279,0,7.207467866705761e-05,17016190
20124117,dogecoin,32,18.71345029239766,8.857142857142858,165,38,203,0,5.2441432865278474e-05,17016200
20122216,brett,-14,-50,-2,14,14,14,0,3.616650542432998e-06,17016210
20124749,ethereum,-184,-8.546214584300975,-11.571428571428571,1387,582,1969,0,0.000508656065575041,17016220
20185129,ethereum,41,2.082275266632809,80,1377,633,2010,0,0.00042621660455072105,17016230
20182596,brett,6,42.857142857142854,0.8571428571428571,20,20,20,0,4.240961239310657e-06,17016240
20194027,uniswap,26,9.420289855072465,22.714285714285715,16,286,302,0,6.403851471359092e-05,17016250
20184497,dogecoin,13,6.403940886699508,14.142857142857142,153,63,216,0,4.5802381384555094e-05,17016260
20190371,pepe,-58,-20.78853046594982,19.714285714285715,221,221,221,0,4.686262169438276e-05,17016270
20189419,neiro,-23,-46.93877551020408,-1.1428571428571428,26,26,26,0,5.513249611103854e-06,17016280
20245509,ethereum,-65,-3.233830845771144,96.14285714285714,1212,733,1945,0,0.00036416742339845907,17016290
20250751,pepe,-32,-14.479638009049776,15,189,189,189,0,3.538696299347494e-05,17016300
20242976,brett,-5,-25,0.5714285714285714,15,15,15,0,2.8084891264662654e-06,17016310
20254407,uniswap,39,12.91390728476821,34.285714285714285,21,320,341,0,6.384631947499977e-05,17016320
20244877,dogecoin,44,20.37037037037037,5,194,66,260,0,4.8680478192081935e-05,17016330
20249799,neiro,-3,-11.538461538461538,-6,23,23,23,0,4.306349993914941e-06,17016340
20306055,ethereum,76,3.9074550128534704,-61.285714285714285,1443,578,2021,0,0.00047390697728951473,17016350
